CHORD_ROOT,CHORD_TYPE,CHORD_STRUCTURE,FINGER_POSITIONS,NOTE_NAMES,FRETS
Eb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Gb B Eb A,"x, 9, 9, 8, 10, x"
Eb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",B Gb A Eb,"x, x, 9, 11, 10, 11"
Eb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Eb A B Gb,"x, 6, 7, 4, 7, x"
Eb,dim7,1;b3;b5;bb7,"2,x,1,3,1,x",Eb B Gb A,"11, x, 9, 11, 10, x"
Eb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Eb A B Gb,"x, x, 1, 2, 0, 2"
Eb,dim7,1;b3;b5;bb7,"x,2,3,1,4,1",Eb A B Gb A,"x, 6, 7, 4, 7, 5"
Eb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Gb B Eb A,"x, x, 4, 4, 4, 5"
Eb,aug,1;3;#5,"x,3,2,0,0,x",B Eb G B,"x, 2, 1, 0, 0, x"
Eb,aug,1;3;#5,"4,3,2,0,x,x",G B Eb G,"3, 2, 1, 0, x, x"
Eb,aug,1;3;#5,"x,x,4,2,3,1",Eb G B Eb,"x, x, 1, 0, 0, 11"
Eb,maj,1;3;5,"x,4,3,1,2,1",Eb G Bb Eb G,"x, 6, 5, 3, 4, 3"
Eb,maj,1;3;5,"x,1,3,3,3,x",Eb Bb Eb G,"x, 6, 8, 8, 8, x"
Eb,maj,1;3;5,"1,3,4,2,1,1",Eb Bb Eb G Bb Eb,"11, 1, 1, 0, 11, 11"
Eb,maj,1;3;5,"x,1,x,0,4,x",Eb G G,"x, 6, x, 0, 8, x"
Eb,maj,1;3;5,"x,x,x,3,4,1",Eb G Bb,"x, x, x, 8, 8, 6"
Eb,maj,1;3;5,"x,3,1,1,1,x",G Bb Eb G,"x, 10, 8, 8, 8, x"
Eb,maj,1;3;5,"1,x,3,3,3,x",Bb Bb Eb G,"6, x, 8, 8, 8, x"
Eb,maj,1;3;5,"x,1,1,3,4,x",Bb Eb Bb Eb,"x, 1, 1, 3, 4, x"
Eb,maj,1;3;5,"x,x,3,1,2,x",G Bb Eb,"x, x, 5, 3, 4, x"
Eb,maj,1;3;5,"x,x,1,1,1,x",Bb Eb G,"x, x, 8, 8, 8, x"
Eb,maj,1;3;5,"x,1,2,3,4,1",Eb Bb Eb G Bb,"x, 6, 8, 8, 8, 6"
Eb,maj,1;3;5,"1,1,3,3,3,x",Bb Eb Bb Eb G,"6, 6, 8, 8, 8, x"
Eb,maj,1;3;5,"x,x,1,4,x,x",G Eb,"x, x, 5, 8, x, x"
Eb,maj,1;3;5,"x,x,x,2,1,1",G Bb Eb,"x, x, x, 0, 11, 11"
Eb,maj,1;3;5,"x,4,3,1,2,x",Eb G Bb Eb,"x, 6, 5, 3, 4, x"
Eb,11,1;3;5;b7;9;11,"x,x,1,1,2,1",Eb Ab Db F,"x, x, 1, 1, 2, 1"
Eb,11,1;3;5;b7;9;11,"x,1,1,1,1,1",Eb Ab Db F Bb,"x, 6, 6, 6, 6, 6"
Eb,11,1;3;5;b7;9;11,"4,x,3,2,1,1",Eb Db F Ab Db,"11, x, 11, 10, 9, 9"
Eb,maj9,1;3;5;7;9,"x,x,1,0,4,2",Eb G D F,"x, x, 1, 0, 3, 1"
Eb,maj9,1;3;5;7;9,"x,2,1,4,3,x",Eb G D F,"x, 6, 5, 7, 6, x"
Eb,maj9,1;3;5;7;9,"x,x,4,1,2,1",Eb F Bb D,"x, x, 1, 10, 11, 10"
Eb,maj9,1;3;5;7;9,"x,x,1,3,4,1",Eb Bb D F,"x, x, 1, 3, 3, 1"
Eb,sus2,1;2;5,"x,1,3,4,1,1",Eb Bb Eb F Bb,"x, 6, 8, 8, 6, 6"
Eb,sus2,1;2;5,"x,1,3,4,1,x",Eb Bb Eb F,"x, 6, 8, 8, 6, x"
Eb,m11,1;b3;5;b7;9;11,"x,x,3,1,4,x",Bb Db Ab,"x, x, 8, 6, 9, x"
Eb,m11,1;b3;5;b7;9;11,"x,2,x,3,4,1",Eb Db Gb Ab,"x, 6, x, 6, 7, 4"
Eb,m,1;b3;5,"x,x,3,2,4,1",Gb Bb Eb Gb,"x, x, 4, 3, 4, 2"
Eb,m,1;b3;5,"x,1,3,4,2,1",Eb Bb Eb Gb Bb,"x, 6, 8, 8, 7, 6"
Eb,m,1;b3;5,"1,3,4,1,1,1",Eb Bb Eb Gb Bb Eb,"11, 1, 1, 11, 11, 11"
Eb,m,1;b3;5,"x,x,2,1,3,x",Gb Bb Eb,"x, x, 4, 3, 4, x"
Eb,m,1;b3;5,"x,1,3,4,2,x",Eb Bb Eb Gb,"x, 6, 8, 8, 7, x"
Eb,7b5,1;3;b5;b7,"x,x,1,2,3,4",Eb A Db G,"x, x, 1, 2, 2, 3"
Eb,7b5,1;3;b5;b7,"x,1,2,1,3,x",Eb A Db G,"x, 6, 7, 6, 8, x"
Eb,7b5,1;3;b5;b7,"x,x,2,4,1,3",Db G A Eb,"x, x, 11, 0, 10, 11"
Eb,m7,1;b3;5;b7,"x,3,1,4,1,x",Eb Gb Db Eb,"x, 6, 4, 6, 4, x"
Eb,m7,1;b3;5;b7,"x,1,3,1,2,1",Eb Bb Db Gb Bb,"x, 6, 8, 6, 7, 6"
Eb,m7,1;b3;5;b7,"1,3,1,1,4,1",Eb Bb Db Gb Db Eb,"11, 1, 11, 11, 2, 11"
Eb,m7,1;b3;5;b7,"x,2,1,3,4,x",Eb Gb Db Gb,"x, 6, 4, 6, 7, x"
Eb,m7,1;b3;5;b7,"x,1,x,2,3,x",Eb Db Gb,"x, 6, x, 6, 7, x"
Eb,m7,1;b3;5;b7,"x,2,1,3,x,x",Eb Gb Db,"x, 6, 4, 6, x, x"
Eb,m7,1;b3;5;b7,"x,x,3,1,2,x",Bb Db Gb,"x, x, 8, 6, 7, x"
Eb,m7,1;b3;5;b7,"2,x,3,3,3,x",Eb Db Gb Bb,"11, x, 11, 11, 11, x"
Eb,m7,1;b3;5;b7,"x,1,1,4,1,x",Db Gb Db Eb,"x, 4, 4, 6, 4, x"
Eb,m7,1;b3;5;b7,"3,x,1,4,1,x",Bb Gb Db Eb,"6, x, 4, 6, 4, x"
Eb,m7,1;b3;5;b7,"x,1,3,1,2,x",Eb Bb Db Gb,"x, 6, 8, 6, 7, x"
Eb,dim,1;b3;b5,"x,x,1,2,4,3",Eb A Eb Gb,"x, x, 1, 2, 4, 2"
Eb,dim,1;b3;b5,"x,1,2,3,4,x",Eb A Eb Gb,"x, 6, 7, 8, 7, x"
Eb,dim,1;b3;b5,"x,x,4,3,1,2",Eb Gb A Eb,"x, x, 1, 11, 10, 11"
Eb,dim,1;b3;b5,"x,x,3,1,4,x",Gb A Eb,"x, x, 4, 2, 4, x"
Eb,6,1;3;5;6,"x,4,2,3,1,x",Eb G C Eb,"x, 6, 5, 5, 4, x"
Eb,6,1;3;5;6,"x,1,3,3,3,3",Eb Bb Eb G C,"x, 6, 8, 8, 8, 8"
Eb,6,1;3;5;6,"1,x,3,2,4,1",Eb Eb G C Eb,"11, x, 1, 0, 1, 11"
Eb,6,1;3;5;6,"x,x,x,1,1,1",Eb G C,"x, x, x, 8, 8, 8"
Eb,6,1;3;5;6,"x,x,3,2,4,1",Eb G C Eb,"x, x, 1, 0, 1, 11"
Eb,6,1;3;5;6,"x,x,3,2,4,x",Eb G C,"x, x, 1, 0, 1, x"
Eb,7(#5),1;3;#5;b7,"x,1,2,1,1,x",Db G B Eb,"x, 4, 5, 4, 4, x"
Eb,7(#5),1;3;#5;b7,"x,1,4,1,3,2",Eb B Db G B,"x, 6, 9, 6, 8, 7"
Eb,7(#5),1;3;#5;b7,"1,x,1,2,3,1",Eb Db G B Eb,"11, x, 11, 0, 0, 11"
Eb,7sus4,1;4;5;b7,"x,2,3,4,1,x",Eb Ab Db Eb,"x, 6, 6, 6, 4, x"
Eb,7sus4,1;4;5;b7,"x,1,3,1,4,1",Eb Bb Db Ab Bb,"x, 6, 8, 6, 9, 6"
Eb,7sus4,1;4;5;b7,"1,3,1,4,1,1",Eb Bb Db Ab Bb Eb,"11, 1, 11, 1, 11, 11"
Eb,7sus4,1;4;5;b7,"x,2,2,3,x,x",Eb Ab Db,"x, 6, 6, 6, x, x"
Eb,maj7,1;3;5;7,"x,4,3,1,1,1",Eb G Bb D G,"x, 6, 5, 3, 3, 3"
Eb,maj7,1;3;5;7,"x,1,3,2,4,1",Eb Bb D G Bb,"x, 6, 8, 7, 8, 6"
Eb,maj7,1;3;5;7,"x,x,4,3,2,1",Eb G Bb D,"x, x, 1, 0, 11, 10"
Eb,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x",Eb A Db,"x, 6, 7, 6, x, x"
Eb,m6,1;b3;5;6,"x,3,1,2,1,x",Eb Gb C Eb,"x, 6, 4, 5, 4, x"
Eb,m6,1;b3;5;6,"x,1,x,3,2,4",Eb Eb Gb C,"x, 6, x, 8, 7, 8"
Eb,m6,1;b3;5;6,"1,x,3,1,4,1",Eb Eb Gb C Eb,"11, x, 1, 11, 1, 11"
Eb,7(b9),1;3;5;b7;b9,"x,x,1,0,3,0",Eb G Db E,"x, x, 1, 0, 2, 0"
Eb,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",Eb G Db E,"x, 6, 5, 6, 5, x"
Eb,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",Eb Db G Bb E,"11, x, 11, 0, 11, 0"
Eb,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4",Db G Bb E,"x, x, 11, 0, 11, 0"
Eb,7(b9),1;3;5;b7;b9,"x,2,3,1,4,x",Db G Bb E,"x, 4, 5, 3, 5, x"
Eb,m9,1;b3;5;b7;9,"x,2,1,3,4,x",Eb Gb Db F,"x, 6, 4, 6, 6, x"
Eb,m9,1;b3;5;b7;9,"3,1,4,2,x,x",Eb Gb Db F,"11, 9, 11, 10, x, x"
Eb,m9,1;b3;5;b7;9,"1,3,1,1,1,4",Eb Bb Db Gb Bb F,"11, 1, 11, 11, 11, 1"
Eb,sus4,1;4;5,"x,3,4,1,2,x",Eb Ab Bb Eb,"x, 6, 6, 3, 4, x"
Eb,sus4,1;4;5,"x,1,2,3,4,1",Eb Bb Eb Ab Bb,"x, 6, 8, 8, 9, 6"
Eb,sus4,1;4;5,"1,1,3,4,1,1",Eb Ab Eb Ab Bb Eb,"11, 11, 1, 1, 11, 11"
Eb,6/9,1;3;5;6;9,"x,x,1,0,2,3",Eb G C F,"x, x, 1, 0, 1, 1"
Eb,6/9,1;3;5;6;9,"x,2,1,1,3,4",Eb G C F Bb,"x, 6, 5, 5, 6, 6"
Eb,6/9,1;3;5;6;9,"2,1,1,1,3,4",Eb G C F Bb Eb,"11, 10, 10, 10, 11, 11"
Eb,6/9,1;3;5;6;9,"x,x,1,3,1,1",Eb Bb C F,"x, x, 1, 3, 1, 1"
Eb,6/9,1;3;5;6;9,"x,2,x,1,3,x",Eb C F,"x, 6, x, 5, 6, x"
Gb,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",Gb E Bb Eb Ab,"2, x, 2, 3, 4, 4"
Gb,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",Gb Bb E Ab Eb,"x, 9, 8, 9, 9, 11"
Gb,13,1;3;5;b7;9;11;13,"x,1,3,1,1,4",Gb Db E Ab Eb,"x, 9, 11, 9, 9, 11"
Gb,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",Gb E Bb Eb,"2, x, 2, 3, 4, x"
Gb,13,1;3;5;b7;9;11;13,"x,x,1,3,3,4",Bb E Ab Eb,"x, x, 8, 9, 9, 11"
Gb,7(#9),1;3;5;b7;#9,"2,1,3,3,3,3",Gb Bb E A Db Gb,"2, 1, 2, 2, 2, 2"
Gb,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4",Gb Db E Bb Db A,"2, 4, 2, 3, 2, 5"
Gb,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",Gb Bb E A,"x, 9, 8, 9, 10, x"
Gb,7(#9),1;3;5;b7;#9,"1,3,1,2,4,4",Gb Db E Bb E A,"2, 4, 2, 3, 5, 5"
Gb,9,1;3;5;b7;9,"x,x,2,1,3,4",E Ab Db Gb,"x, x, 2, 1, 2, 2"
Gb,9,1;3;5;b7;9,"x,x,1,3,2,1",Gb Db E Ab,"x, x, 4, 6, 5, 4"
Gb,9,1;3;5;b7;9,"x,2,1,3,4,x",Gb Bb E Ab,"x, 9, 8, 9, 9, x"
Gb,9,1;3;5;b7;9,"2,x,1,3,4,x",Db Bb E Ab,"9, x, 8, 9, 9, x"
Gb,9,1;3;5;b7;9,"x,x,1,3,3,3",Bb E Ab Db,"x, x, 8, 9, 9, 9"
Gb,9,1;3;5;b7;9,"x,2,1,3,3,3",Gb Bb E Ab Db,"x, 9, 8, 9, 9, 9"
Gb,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",Gb Bb E Ab B Gb,"2, 1, 2, 1, 0, 2"
Gb,9b5,1;3;b5;b7;9,"x,x,1,2,3,1",Gb B E Ab,"x, x, 4, 4, 5, 4"
Gb,9b5,1;3;b5;b7;9,"1,2,1,3,4,1",B Gb Bb E Ab B,"7, 9, 8, 9, 9, 7"
Gb,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x",Gb F Bb Eb,"2, x, 3, 3, 4, x"
Gb,7,1;3;5;b7,"1,3,1,2,4,1",Gb Db E Bb E Gb,"2, 4, 2, 3, 5, 2"
Gb,7,1;3;5;b7,"x,3,2,4,1,x",Gb Bb E Gb,"x, 9, 8, 9, 7, x"
Gb,7,1;3;5;b7,"x,1,3,1,4,1",Gb Db E Bb Db,"x, 9, 11, 9, 11, 9"
Gb,7,1;3;5;b7,"x,x,x,2,1,3",Db E Bb,"x, x, x, 6, 5, 6"
Gb,7,1;3;5;b7,"1,x,2,3,x,x",Gb E Bb,"2, x, 2, 3, x, x"
Gb,7,1;3;5;b7,"x,2,1,3,x,x",Gb Bb E,"x, 9, 8, 9, x, x"
Gb,7,1;3;5;b7,"x,x,1,3,2,4",Gb Db E Bb,"x, x, 4, 6, 5, 6"
Gb,7,1;3;5;b7,"x,3,x,2,1,x",E Db E,"x, 7, x, 6, 5, x"
Gb,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",A E Gb B,"5, 7, 4, 4, x, x"
Gb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",A E Gb B,"x, 0, 2, 11, 0, x"
Gb,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",E A B Gb,"x, x, 2, 2, 0, 2"
Gb,dim7,1;b3;b5;bb7,"2,x,1,3,1,x",Gb E A B,"2, x, 2, 2, 0, x"
Gb,aug,1;3;#5,"x,3,2,1,1,x",D Gb Bb D,"x, 5, 4, 3, 3, x"
Gb,aug,1;3;#5,"4,3,2,1,x,x",Bb D Gb Bb,"6, 5, 4, 3, x, x"
Gb,aug,1;3;#5,"x,x,4,2,3,1",D Gb Bb D,"x, x, 0, 11, 11, 10"
Gb,maj,1;3;5,"1,3,4,2,1,1",Gb Db Gb Bb Db Gb,"2, 4, 4, 3, 2, 2"
Gb,maj,1;3;5,"x,4,3,1,2,1",Gb Bb Db Gb Bb,"x, 9, 8, 6, 7, 6"
Gb,maj,1;3;5,"x,1,3,3,3,x",Gb Db Gb Bb,"x, 9, 11, 11, 11, x"
Gb,maj,1;3;5,"3,1,1,x,x,x",Bb Db Gb,"6, 4, 4, x, x, x"
Gb,maj,1;3;5,"x,3,x,2,1,x",Db Bb Db,"x, 4, x, 3, 2, x"
Gb,11,1;3;5;b7;9;11,"2,x,3,1,0,0",Gb E Ab B E,"2, x, 2, 1, 0, 0"
Gb,11,1;3;5;b7;9;11,"x,x,1,1,2,1",Gb B E Ab,"x, x, 4, 4, 5, 4"
Gb,11,1;3;5;b7;9;11,"x,1,1,1,1,1",Gb B E Ab Db,"x, 9, 9, 9, 9, 9"
Gb,maj9,1;3;5;7;9,"x,x,4,1,2,1",Gb Ab Db F,"x, x, 4, 1, 2, 1"
Gb,maj9,1;3;5;7;9,"x,4,1,1,1,1",Gb Ab Db F Bb,"x, 9, 6, 6, 6, 6"
Gb,maj9,1;3;5;7;9,"x,2,1,4,3,x",Gb Bb F Ab,"x, 9, 8, 10, 9, x"
Gb,m,1;b3;5,"1,3,4,1,1,1",Gb Db Gb A Db Gb,"2, 4, 4, 2, 2, 2"
Gb,m,1;b3;5,"x,x,1,3,4,2",Gb Db Gb A,"x, x, 4, 6, 7, 5"
Gb,m,1;b3;5,"x,1,3,4,2,1",Gb Db Gb A Db,"x, 9, 11, 11, 10, 9"
Gb,m,1;b3;5,"1,x,x,1,1,x",Gb A Db,"2, x, x, 2, 2, x"
Gb,7b5,1;3;b5;b7,"1,3,2,4,x,x",Gb B E Bb,"2, 2, 2, 3, x, x"
Gb,7b5,1;3;b5;b7,"x,x,1,2,3,4",Gb B E Bb,"x, x, 4, 4, 5, 6"
Gb,7b5,1;3;b5;b7,"x,1,2,1,3,x",Gb B E Bb,"x, 9, 9, 9, 11, x"
Gb,m7,1;b3;5;b7,"1,3,1,1,4,1",Gb Db E A E Gb,"2, 4, 2, 2, 5, 2"
Gb,m7,1;b3;5;b7,"x,x,1,4,2,3",Gb Db E A,"x, x, 4, 6, 5, 5"
Gb,m7,1;b3;5;b7,"x,1,3,1,2,1",Gb Db E A Db,"x, 9, 11, 9, 10, 9"
Gb,m7,1;b3;5;b7,"2,x,3,3,3,x",Gb E A Db,"2, x, 2, 2, 2, x"
Gb,m7,1;b3;5;b7,"x,1,x,2,4,3",Gb E A Db,"x, 9, x, 9, 10, 9"
Gb,m7,1;b3;5;b7,"1,x,x,x,2,0",Gb Db E,"2, x, x, x, 2, 0"
Gb,dim,1;b3;b5,"1,2,3,1,x,x",Gb B Gb A,"2, 2, 4, 2, x, x"
Gb,dim,1;b3;b5,"x,x,1,2,4,3",Gb B Gb A,"x, x, 4, 4, 7, 5"
Gb,dim,1;b3;b5,"x,1,2,3,4,x",Gb B Gb A,"x, 9, 9, 11, 10, x"
Gb,6,1;3;5;6,"1,x,3,2,4,1",Gb Gb Bb Eb Gb,"2, x, 4, 3, 4, 2"
Gb,6,1;3;5;6,"x,4,2,3,1,x",Gb Bb Eb Gb,"x, 9, 8, 8, 7, x"
Gb,6,1;3;5;6,"x,1,3,3,3,3",Gb Db Gb Bb Eb,"x, 9, 11, 11, 11, 11"
Gb,7(#5),1;3;#5;b7,"1,x,1,2,3,1",Gb E Bb D Gb,"2, x, 2, 3, 3, 2"
Gb,7(#5),1;3;#5;b7,"x,1,2,1,1,x",E Bb D Gb,"x, 7, 8, 7, 7, x"
Gb,7(#5),1;3;#5;b7,"x,1,4,1,3,2",Gb D E Bb D,"x, 9, 0, 9, 11, 10"
Gb,7sus4,1;4;5;b7,"1,3,1,4,1,1",Gb Db E B Db Gb,"2, 4, 2, 4, 2, 2"
Gb,7sus4,1;4;5;b7,"x,2,3,4,1,x",Gb B E Gb,"x, 9, 9, 9, 7, x"
Gb,7sus4,1;4;5;b7,"x,1,3,1,4,1",Gb Db E B Db,"x, 9, 11, 9, 0, 9"
Gb,maj7,1;3;5;7,"1,4,2,3,1,x",Gb Db F Bb Db,"2, 4, 3, 3, 2, x"
Gb,maj7,1;3;5;7,"x,4,3,1,1,1",Gb Bb Db F Bb,"x, 9, 8, 6, 6, 6"
Gb,maj7,1;3;5;7,"x,1,3,2,4,1",Gb Db F Bb Db,"x, 9, 11, 10, 11, 9"
Gb,maj7,1;3;5;7,"2,4,1,x,x,x",Bb F Gb,"6, 8, 4, x, x, x"
Gb,maj7,1;3;5;7,"1,x,3,4,2,x",Gb F Bb Db,"2, x, 3, 3, 2, x"
Gb,5,1;5,"1,3,4,x,x,x",Gb Db Gb,"2, 4, 4, x, x, x"
Gb,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x",Gb E Bb C,"2, x, 2, 3, 1, x"
Gb,m6,1;b3;5;6,"1,x,3,1,4,1",Gb Gb A Eb Gb,"2, x, 4, 2, 4, 2"
Gb,m6,1;b3;5;6,"x,3,1,2,1,x",Gb A Eb Gb,"x, 9, 7, 8, 7, x"
Gb,m6,1;b3;5;6,"x,1,x,3,2,4",Gb Gb A Eb,"x, 9, x, 11, 10, 11"
Gb,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3",Gb E Bb Db G,"2, x, 2, 3, 2, 3"
Gb,7(b9),1;3;5;b7;b9,"x,x,2,1,3,1",Gb Bb E G,"x, x, 4, 3, 5, 3"
Gb,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x",Gb Bb E G,"x, 9, 8, 9, 8, x"
Gb,m9,1;b3;5;b7;9,"1,3,1,1,1,4",Gb Db E A Db Ab,"2, 4, 2, 2, 2, 4"
Gb,m9,1;b3;5;b7;9,"x,x,2,1,4,3",Gb A E Ab,"x, x, 4, 2, 5, 4"
Gb,m9,1;b3;5;b7;9,"x,2,1,3,4,x",Gb A E Ab,"x, 9, 7, 9, 9, x"
Gb,sus4,1;4;5,"1,1,3,4,1,1",Gb B Gb B Db Gb,"2, 2, 4, 4, 2, 2"
Gb,sus4,1;4;5,"x,3,4,1,2,x",Gb B Db Gb,"x, 9, 9, 6, 7, x"
Gb,sus4,1;4;5,"x,1,2,3,4,1",Gb Db Gb B Db,"x, 9, 11, 11, 0, 9"
Gb,6/9,1;3;5;6;9,"2,1,1,1,3,4",Gb Bb Eb Ab Db Gb,"2, 1, 1, 1, 2, 2"
Gb,6/9,1;3;5;6;9,"x,x,2,1,3,4",Gb Bb Eb Ab,"x, x, 4, 3, 4, 4"
Gb,6/9,1;3;5;6;9,"x,2,1,1,3,4",Gb Bb Eb Ab Db,"x, 9, 8, 8, 9, 9"
A,13,1;3;5;b7;9;11;13,"x,0,4,3,1,1",A G B C# F#,"x, 0, 5, 4, 2, 2"
A,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4",A G C# F# B,"5, x, 5, 6, 7, 7"
A,13,1;3;5;b7;9;11;13,"x,0,1,2,3,4",A C# G B F#,"x, 0, 11, 0, 0, 2"
A,13,1;3;5;b7;9;11;13,"x,0,1,2,3,1",A G C# F# A,"x, 0, 5, 6, 7, 5"
A,13,1;3;5;b7;9;11;13,"1,3,1,2,4,1",A E G C# F# A,"5, 7, 5, 6, 7, 5"
A,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x",A G C# F#,"5, x, 5, 6, 7, x"
A,13,1;3;5;b7;9;11;13,"1,x,3,2,4,x",A A C# F#,"5, x, 7, 6, 7, x"
A,13,1;3;5;b7;9;11;13,"x,1,3,4,2,x",G C# F# A,"x, 10, 11, 11, 10, x"
A,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4",A C# G B F#,"x, 0, 11, 0, 0, 2"
A,13,1;3;5;b7;9;11;13,"x,x,2,1,3,3",E G C# F#,"x, x, 2, 0, 2, 2"
A,13,1;3;5;b7;9;11;13,"x,x,1,2,3,1",G C# F# A,"x, x, 5, 6, 7, 5"
A,13,1;3;5;b7;9;11;13,"x,x,1,2,3,3",G C# F# B,"x, x, 5, 6, 7, 7"
A,7(#9),1;3;5;b7;#9,"x,0,1,4,1,2",A E C C# G,"x, 0, 2, 5, 2, 3"
A,7(#9),1;3;5;b7;#9,"x,0,1,2,1,4",A G C# E C,"x, 0, 5, 6, 5, 8"
A,7(#9),1;3;5;b7;#9,"x,2,1,3,4,0",A C# G C E,"x, 0, 11, 0, 1, 0"
A,7(#9),1;3;5;b7;#9,"x,0,2,1,4,4",A A C# G C,"x, 0, 7, 6, 8, 8"
A,7(#9),1;3;5;b7;#9,"x,2,3,1,4,4",E A C# G C,"x, 7, 7, 6, 8, 8"
A,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x",A C# G C,"x, 0, 11, 0, 1, x"
A,7(#9),1;3;5;b7;#9,"x,x,2,1,3,4",A C# G C,"x, x, 7, 6, 8, 8"
A,7(#9),1;3;5;b7;#9,"1,3,1,2,4,4",A E G C# G C,"5, 7, 5, 6, 8, 8"
A,7(#9),1;3;5;b7;#9,"x,x,1,2,1,4",G C# E C,"x, x, 5, 6, 5, 8"
A,7(#9),1;3;5;b7;#9,"2,1,3,3,x,x",A C# G C,"5, 4, 5, 5, x, x"
A,9,1;3;5;b7;9,"x,0,1,3,1,2",A E B C# G,"x, 0, 2, 4, 2, 3"
A,9,1;3;5;b7;9,"x,0,2,1,3,4",A G B E A,"x, 0, 5, 4, 5, 5"
A,9,1;3;5;b7;9,"x,0,1,2,1,3",A G C# E B,"x, 0, 5, 6, 5, 7"
A,9b5,1;3;b5;b7;9,"x,0,1,0,0,x",A Eb G B,"x, 0, 1, 0, 0, x"
A,9b5,1;3;b5;b7;9,"2,1,3,1,1,4",A C# G B Eb A,"5, 4, 5, 4, 4, 5"
A,9b5,1;3;b5;b7;9,"x,0,1,2,3,1",A A Eb G B,"x, 0, 7, 8, 8, 7"
A,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x",A G# C# F#,"5, x, 6, 6, 7, x"
A,maj13,1;3;5;7;9;11;13,"x,0,4,1,3,0",A F# G# C# E,"x, 0, 4, 1, 2, 0"
A,7,1;3;5;b7,"x,0,1,0,3,0",A E G C# E,"x, 0, 2, 0, 2, 0"
A,7,1;3;5;b7,"1,3,1,2,4,1",A E G C# G A,"5, 7, 5, 6, 8, 5"
A,7,1;3;5;b7,"x,3,2,4,1,0",A C# G A E,"x, 0, 11, 0, 10, 0"
A,7,1;3;5;b7,"1,3,1,2,1,1",A E G C# E A,"5, 7, 5, 6, 5, 5"
A,7,1;3;5;b7,"x,0,1,2,3,4",A E A C# G,"x, 0, 2, 2, 2, 3"
A,7,1;3;5;b7,"x,0,2,0,3,4",A E G C# G,"x, 0, 2, 0, 2, 3"
A,7,1;3;5;b7,"2,1,4,0,x,x",A C# G G,"5, 4, 5, 0, x, x"
A,7,1;3;5;b7,"x,3,2,0,1,0",A C# G A E,"x, 0, 11, 0, 10, 0"
A,7,1;3;5;b7,"x,0,2,0,x,x",A E G,"x, 0, 2, 0, x, x"
A,7,1;3;5;b7,"x,x,x,2,1,3",E G C#,"x, x, x, 9, 8, 9"
A,7,1;3;5;b7,"x,0,1,3,2,0",A G C# E E,"x, 0, 5, 6, 5, 0"
A,7,1;3;5;b7,"x,2,1,3,x,x",A C# G,"x, 0, 11, 0, x, x"
A,7,1;3;5;b7,"x,0,x,x,1,3",A C# G,"x, 0, x, x, 2, 3"
A,7,1;3;5;b7,"1,x,2,3,x,x",A G C#,"5, x, 5, 6, x, x"
A,7,1;3;5;b7,"x,0,x,0,2,x",A G C#,"x, 0, x, 0, 2, x"
A,7,1;3;5;b7,"x,0,3,0,2,1",A C# G A C#,"x, 0, 11, 0, 10, 9"
A,7,1;3;5;b7,"x,2,x,1,3,0",G E A E,"x, 10, x, 9, 10, 0"
A,dim7,1;b3;b5;bb7,"2,4,1,3,x,x",A Eb Gb C,"5, 6, 4, 5, x, x"
A,dim7,1;b3;b5;bb7,"x,2,3,1,4,x",Gb C Eb A,"x, 9, 10, 8, 10, x"
A,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",C Gb A Eb,"x, x, 10, 11, 10, 11"
A,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",Eb A C Gb,"x, x, 1, 2, 1, 2"
A,dim7,1;b3;b5;bb7,"x,0,1,3,2,4",A Gb C Eb A,"x, 0, 4, 5, 4, 5"
A,dim7,1;b3;b5;bb7,"x,x,1,3,2,4",A Eb Gb C,"x, x, 7, 8, 7, 8"
A,dim7,1;b3;b5;bb7,"x,0,1,3,x,x",A Gb C,"x, 0, 4, 5, x, x"
